,id,en,fr,rating,tips,tips_groups,steps,fivefold,step_facts,step_emotions,step_needs,step_proposals,tip_morality,tip_positivebias,tip_interpretation,tip_comparison,tip_labelling,tip_generalisation,tip_duality,tip_reproach,tip_deserves,tip_denial,tip_sacrifice,tip_unavailable,tip_unsolicited,tip_provocation,tip_fact,tip_selfempathy,tip_empathy,tip_dialogue,tip_clarity,tip_activity,tip_demand,tip_person,tip_who,tip_location,tip_where,tip_time,tip_when,tip_action,tip_what,tip_objective,tip_why,tip_thismany,tip_howmany,tip_positive,tip_negative,tip_realistic,tip_unrealistic,tip_feeling,tip_need,group_empathy,group_negative,group_feeling,group_fault,group_unsolicited,group_need,group_realistic,group_precise,group_unprecise,group_unrealistic,group_provocation,group_positivebias,group_judgemental,group_demanding,group_fact,group_positive
3559,3558,I think that writting permits to exchange ideas.,Je pense que l'écriture permet d'échanger des idées.,4,fact,fact,facts,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3560,3559,I think that you are like this,Je pense que tu es comme ça,1,"interpretation,morality",judgemental,facts,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3561,3560,I wonder how you would manage without me.,Je me demande comment tu ferais sans moi.,1,"unsolicited,morality","judgemental,unsolicited",facts,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3562,3561,I think that's the least lucid answer I've ever read.,Je crois que c'est la réponse la moins lucide que j'ai pu lire.,0,provocation,provocation,facts,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3563,3562,I think we are not from the same world.,Je crois que nous ne sommes pas du même monde.,0,"interpretation,morality",judgemental,facts,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3564,3563,I think you are behaving very dishonestly in this matter.,Je trouve que vous vous comportez de manière fort malhonnète dans cette affaire.,1,"interpretation,morality",judgemental,facts,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3565,3564,I think you aren't telling the truth,Je pense que tu ne dis pas la vérité,4,"interpretation,morality",judgemental,facts,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3566,3565,I think you can't get a mental picture of what I'm asking you to do.,Je pense que tu n'arrives pas à te faire une représentation mentale de ce que je te demande.,1,"interpretation,morality",judgemental,facts,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3567,3566,I think you can't help it.,Je pense que tu ne peux pas t'en empécher.,1,"interpretation,morality",judgemental,facts,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3568,3567,I think you do it like a fool.,Je pense que tu t'y prend comme une andouille.,1,"interpretation,reproach","judgemental,fault",facts,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3569,3568,I think you don't really care.,"Je penses qu'en fait, tu n'en a rien à fouttre.",1,interpretation,judgemental,facts,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3570,3569,That's what's keeping you from being objective.,C'est ça qui t'empêche d'être objective.,1,unsolicited,unsolicited,facts,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3571,3570,I think you have been affected by this situation more than you realise.,Je pense que tu as été affecté beaucoup plus que tu ne le crois par cette situation.,2,interpretation,judgemental,facts,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3572,3571,I think you have trouble with the concept of justice.,"Je pense que tu as de la difficulté avec la notion de justice, toi.",2,interpretation,judgemental,facts,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3573,3572,I think you look awful today.,Je te trouve affreuse aujourd'hui.,0,provocation,provocation,facts,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3574,3573,I think you look great in lingerie.,Je te trouve très belle en lingerie.,4,positivebias,positivebias,facts,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3575,3574,I think you misunderstood the rules of sharing.,Je pense que tu as mal compris les règles du partage.,2,"interpretation,morality",judgemental,facts,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3576,3575,I think you misunderstood the rules of sharing.,Je pense que tu as mal compris les règles du partage.,2,"interpretation,morality",judgemental,facts,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3577,3576,I think you need help,Je pense que tu as besoin d'aide.,2,"unsolicited,morality","judgemental,unsolicited",facts,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3578,3577,I think you should stop to smoke so much.,Je pense que tu devrais arrêter de fumer autant.,2,"unsolicited,morality","judgemental,unsolicited","facts,proposals",3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3579,3578,"unsolicited, negative, morality",Je pense que tu devrais arrêter de t'inquiéter pour de si petites choses.,2,"unsolicited,morality","judgemental,unsolicited",facts,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3580,3579,I think you'd rather be the baby than the big girl.,Je pense que tu aimerais mieux être le bébé plutôt que la grande fille.,1,"interpretation,morality",judgemental,facts,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3581,3580,I think you're a big addict.,Je pense que tu es une grosse accro.,1,"unsolicited,morality","judgemental,unsolicited",facts,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3582,3581,I think you're being aggressive with me,Je trouve que t'es aggressif avec moi,2,"interpretation,morality",judgemental,facts,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3583,3582,I think you're confusing the fact that she doesn't play with you anymore with the fact that she doesn't love you anymore.,Je pense que tu confonds le fait qu'elle ne joue plus avec toi et le fait qu'elle ne t'aime plus.,2,"interpretation,morality",judgemental,facts,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3584,3583,I think you're having a teenage crisis.,Je pense que tu es en train de faire ta crise d'ado.,1,"unsolicited,morality","judgemental,unsolicited",facts,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3585,3584,I think you're not doing it on purpose but you're being very aggressive with everybody.,Je pense que tu ne le fais pas exprès mais tu te comportes de manière très agressive avec tout le monde.,1,"unsolicited,morality","judgemental,unsolicited",facts,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3586,3585,I think you're scared.,Je crois que tu as peur,2,"interpretation,morality",judgemental,facts,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3587,3586,I think you're the one.,Je pense que tu es le bon.,2,"interpretation,morality",judgemental,facts,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3588,3587,I think you're tired of arguing with me.,Je pense que tu es tannée de discuter avec moi.,2,"interpretation,morality",judgemental,facts,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3589,3588,I guess you're in a bad way.,Je suppose que tu es dans une mauvaise passe.,2,"unsolicited,morality","judgemental,unsolicited",facts,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3590,3589,I think your parents were too strict with you when you were young.,Je pense que vos parents étaient trop sévères avec vous lorsque vous étiez jeunes.,2,interpretation,judgemental,facts,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3591,3590,I think your problem comes from your mother,je pense que ton problème vient de ta mère,2,interpretation,judgemental,facts,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3592,3591,I thought I recognized a smile at that moment?,J'ai cru reconnaître un sourir à ce moment là ?,5,fact,fact,facts,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3593,3592,I thought I recognized an affectionate look,J'ai cru reconnaître un regard affectueux ,5,fact,fact,facts,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3594,3593,I thought last night was hot.,J'ai trouvé que la nuit dernière était torride.,4,fact,fact,facts,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3595,3594,I threw away the meat because it was out of date,J'ai jeté la viande car elle était périmée,5,fact,fact,facts,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3596,3595,I threw out the rice because no one ate it,J'ai jeté le riz car personne en a mangé,4,fact,fact,facts,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3597,3596,I told you but as usual you didn't listen.,Je te l'ai dit mais comme d'habitude tu n'as rien écouté.,1,"generalisation,reproach","judgemental,fault",facts,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3598,3597,"I told you so, you do like it. Period.",Tu fais les choses comme je te le dit. Point final.,2,"unsolicited,activity,demand,person,where,when,action,why,howmany,negative,realistic","negative,unsolicited,realistic,unprecise,demanding","facts,proposals",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
3599,3598,I told you to do it,Je t'ai dit de le faire,2,"unsolicited,activity,demand,person,where,when,action,why,howmany,negative,realistic","negative,unsolicited,realistic,unprecise,demanding",proposals,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
3600,3599,I too am interested in the project.,"De plus, je suis intéressé par le projet.",4,"fact,feeling","fact,feeling","facts,emotions",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3601,3600,I took care of three children by myself yesterday and I felt overwhelmed.,je me suis occupé seule de trois enfants hier je me suis sentie dépassée.,5,"selfempathy,feeling",feeling,facts,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3602,3601,I took out the trash.,J'ai sorti les poubelles.,5,fact,fact,facts,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3603,3602,I took the time to enjoy this meal.,J'ai pris le temps de déguster ce repas.,4,fact,fact,facts,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3604,3603,"I totally, utterly and completely fancy you.","Je suis totalement, complètement et complètement attiré par toi.",4,"selfempathy,feeling",feeling,facts,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3605,3604,I travel by bus.,Je voyage en bus.,4,fact,fact,facts,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3606,3605,I treasure you.,Je te chéris.,4,"fact,feeling","fact,feeling","facts,emotions",4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3607,3606,"I tried to see the stage, but I was too short.","J'ai essayé de voir la scène, mais j'étais trop petit.",4,fact,fact,facts,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3608,3607,I trust my instincts.,Je fais confiance à mon instinct.,4,fact,fact,facts,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3609,3608,I trust you.,J'ai confiance en toi. ,4,"fact,feeling","fact,feeling","facts,emotions",5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3610,3609,I try to be interested in international politics but I realise that I feel detached and far from it all.,J'essaie de m'intéresser à la politique internationale mais je me rends compte que je me sens détaché es loin de tout cela.,4,"selfempathy,feeling",feeling,facts,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3611,3610,I turn off the lights.,J'éteins les lumières.,4,fact,fact,facts,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3612,3611,I understand better why nobody is interested in you,Je comprends mieux pourquoi personne ne s'intéresse à toi,0,"provocation,deserves,labelling","provocation,judgemental,fault",facts,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3613,3612,I understand if you don’t want any emails from me.,Je comprends si vous ne voulez pas recevoir d'e-mails de ma part.,4,"empathy,fact","empathy,fact",facts,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3614,3613,"Brave as you are, you'll get through it.","Brave comme tu l'es, tu t'en sortiras, toi.",2,unsolicited,unsolicited,facts,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3615,3614,I understand that you are feeling anxiety right now?,Je crois comprendre que tu ressent de l'inquiétude en ce moment ?,4,"empathy,feeling","empathy,feeling",facts,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3616,3615,"I understand that you are in trouble and I don't know how to help you, I feel helpless.",Je comprends que tu en difficulté et je ne sais pas comment t'aider je me sens désemparée.,5,"empathy,feeling,selfempathy","empathy,feeling",facts,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3617,3616,I understand that you have played a joke on me and I feel annoyed.,J'ai compris que vous m'aviez fait une farce et je me sens agacé.,4,"selfempathy,feeling",feeling,facts,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3618,3617,I understand that you need to calm down,Je comprends que tu as besoin de calme,5,"empathy,need","empathy,need","facts,needs",4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3619,3618,I understand that you're angry.,Je comprends que t'es en colère,5,empathy,empathy,facts,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3620,3619,"I understand that you’re disappointed, we have had many absences due to illness.","Je comprends que tu sois déçu, nous avons eu de nombreuses absences pour cause de maladie.",4,empathy,empathy,facts,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3621,3620,"Look at the parades, the magazines, the gays are always naked, in underwear or in saunas.","Regarde les parades, les revues, les gais sont toujours tout nus, en bobettes ou dans des saunas.",1,"generalisation,empathy","empathy,judgemental",facts,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3622,3621,"Besides, he didn't listen to Lise last year either!","D'ailleurs, il n'écoutait pas plus Lise, l'année dernière!",2,generalisation,judgemental,facts,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3623,3622,I understand you're dating Paul's daughter?,Je crois savoir que tu sors avec la fille de Paul ?,4,fact,fact,facts,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3624,3623,"I understand, but that does not make you a hero.","Je comprends, cependant cela ne fait pas de vous un héro.",1,"interpretation,empathy","empathy,judgemental",facts,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3625,3624,I understood that you wanted us to try sodomy.,J'ai compris que tu souhaitais que nous essayons la sodomie.,4,fact,fact,facts,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3626,3625,I usually do washing on Sundays.,J'ai l'habitude de faire la lessive le dimanche.,4,fact,fact,facts,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3627,3626,I usually drink coffee on the morning.,Je bois généralement du café le matin.,4,fact,fact,facts,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3628,3627,I usually drive to work.,J'ai l'habitude de me rendre au travail en voiture.,4,fact,fact,facts,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3629,3628,I usually take bus.,Je prends habituellement le bus.,4,fact,fact,facts,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3630,3629,I usually watch TV while I have breakfast.,Je regarde généralement la télévision pendant que je prends mon petit-déjeuner.,4,fact,fact,facts,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3631,3630,I value every waking moment with you.,J'apprécie chaque moment passé avec toi.,4,"selfempathy,feeling",feeling,"facts,emotions",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3632,3631,I value justice.,J'accorde une grande valeur à la justice.,5,fact,fact,facts,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
